Date,Open,High,Low,Close,Adj Close,Volume,close-open,increase yes or no,50day moving average,50 moving day average,100 day moving average,100 day moving average beat,AMD News,Quarterly earnings
2019-06-11,33.43,33.490002,31.82,32.41,32.41,82834900,-1.02,no,28.09979998,No,25.73089994,No,No,No
2019-06-12,32,32.57,31.92,32.18,32.18,56194100,0.18,yes,28.21619996,No,25.85019994,No,No,No
2019-06-13,32.389999,32.5,31.059999,31.389999,31.389999,63556000,-1,no,28.30899994,No,25.95639993,No,No,No
2019-06-14,30.700001,30.959999,30.02,30.360001,30.360001,70373000,-0.34,no,28.33579996,No,26.06239994,No,Yes,No
2019-06-17,30.25,30.450001,29.18,29.200001,29.200001,70865700,-1.049999,no,28.33799998,No,26.15639996,No,No,No
2019-06-18,29.76,30.969999,29.58,30.450001,30.450001,86444500,0.690001,yes,28.3674,No,26.25239997,No,No,No
2019-06-19,30.67,30.790001,30.059999,30.5,30.5,63233900,-0.17,no,28.40679998,No,26.33809997,No,No,No
2019-06-20,31.24,31.360001,29.84,30.01,30.01,72418200,-1.23,no,28.46219998,No,26.43639997,No,No,No
2019-06-21,29.65,30.35,28.969999,29.1,29.1,81861300,-0.55,no,28.48759998,No,26.53489997,No,No,No
2019-06-24,29.32,29.4,28.67,29.26,29.26,55724800,-0.06,no,28.51699996,No,26.59659997,No,No,No
2019-06-25,29.26,29.719999,28.799999,28.860001,28.860001,53680900,-0.399999,no,28.53719998,No,26.64109998,No,No,No
2019-06-26,29.98,30.48,29.780001,29.92,29.92,65064200,-0.06,no,28.58899998,No,26.69519998,No,No,No
2019-06-27,30.41,30.959999,30.209999,30.74,30.74,55623300,0.33,yes,28.64519998,No,26.76129999,No,No,No
2019-06-28,31.08,31.110001,30.33,30.370001,30.370001,50090900,-0.709999,no,28.7028,No,26.83190001,No,No,No
2019-07-01,31.790001,32.040001,30.870001,31.200001,31.200001,60525500,-0.59,no,28.77320002,No,26.91130002,No,No,No
2019-07-02,30.959999,31.26,30.73,31.24,31.24,37721700,0.280001,yes,28.83440002,No,26.99700002,No,No,No
2019-07-03,31.129999,31.33,30.74,31.190001,31.190001,23462000,0.060002,yes,28.89880006,No,27.07840004,No,No,No
2019-07-05,30.879999,31.559999,30.75,31.5,31.5,34011900,0.620001,yes,28.95960008,No,27.16380005,No,No,No
2019-07-08,31.799999,32.150002,31.26,32.040001,32.040001,49689400,0.240002,yes,29.0472001,No,27.25600006,No,No,No
2019-07-09,31.76,33.18,30.1,33.150002,33.150002,61419800,1.390002,yes,29.15260016,No,27.35900008,No,No,No
2019-07-10,33.560001,34.029999,33.360001,33.790001,33.790001,60388400,0.23,yes,29.27460016,No,27.4656001,No,No,No
2019-07-11,33.91,34,32.759998,33.060001,33.060001,63081800,-0.849999,no,29.3832002,No,27.55940011,No,No,No
2019-07-12,32.759998,33.389999,32.59,33.209999,33.209999,51509700,0.450001,yes,29.5112002,No,27.65200009,No,No,No
2019-07-15,33.34,34.549999,33.27,34.389999,34.389999,65565200,1.049999,yes,29.63320016,No,27.75640007,No,No,No
2019-07-16,34.299999,34.860001,33.799999,33.849998,33.849998,66912700,-0.450001,no,29.74580014,No,27.85570005,No,Yes,No
2019-07-17,34.009998,34.299999,33.490002,33.599998,33.599998,42557900,-0.41,no,29.8694001,No,27.94810002,No,No,No
2019-07-18,33.029999,33.459999,32.419998,33,33,58610900,-0.029999,no,29.9962001,No,28.03100003,No,No,No
2019-07-19,33.080002,33.349998,32.450001,32.509998,32.509998,44617700,-0.570004,no,30.10460006,No,28.11400002,No,No,No
2019-07-22,32.799999,33.310001,32.740002,32.849998,32.849998,37777300,0.049999,yes,30.21740004,No,28.2077,No,Yes,No
2019-07-23,33.169998,33.5,32.93,33.490002,33.490002,38532500,0.320004,yes,30.3280001,No,28.30730001,No,No,No
2019-07-24,33.639999,34.360001,33.450001,34.110001,34.110001,41952300,0.470002,yes,30.48540012,No,28.41160002,No,No,No
2019-07-25,34.049999,34.25,33.619999,33.669998,33.669998,36705600,-0.380001,no,30.61240008,No,28.51459999,No,No,No
2019-07-26,34.23,34.77,33.869999,34.02,34.02,43502800,-0.21,no,30.74120008,No,28.61979999,No,No,No
2019-07-29,34.139999,34.18,32.98,33.48,33.48,45922000,-0.659999,no,30.85060008,No,28.73049999,No,No,No
2019-07-30,33.209999,33.939999,32.939999,33.869999,33.869999,72198900,0.66,yes,30.97800006,No,28.84839998,No,Yes,Yes
2019-07-31,32.080002,32.299999,30.299999,30.450001,30.450001,119190000,-1.630001,no,31.05340008,Yes,28.93279999,No,No,No
2019-08-01,30.5,31.48,29.1,29.860001,29.860001,80878900,-0.639999,no,31.1036001,Yes,29.00180001,No,No,No
2019-08-02,29.48,29.73,28.940001,29.440001,29.440001,60410900,-0.039999,no,31.14420012,Yes,29.06130002,No,No,No
2019-08-05,28.26,28.49,27.65,27.99,27.99,74333200,-0.27,no,31.1768001,Yes,29.10740003,No,Yes,No
2019-08-06,28.860001,29.049999,28.200001,28.860001,28.860001,60578400,0,no,31.2252001,Yes,29.16780004,No,No,No
2019-08-07,28.469999,29.280001,28.370001,29.190001,29.190001,58577500,0.720002,yes,31.22800014,Yes,29.22680004,No,Yes,No
2019-08-08,31.530001,34.27,31.48,33.919998,33.919998,167278800,2.389997,yes,31.3446001,No,29.33350002,No,No,No
2019-08-09,33.450001,35.549999,33.080002,34.189999,34.189999,132483900,0.739998,yes,31.46780006,No,29.41540001,No,No,No
2019-08-12,34.16,34.650002,32.080002,32.43,32.43,106737000,-1.73,no,31.56820006,No,29.4827,No,No,No
2019-08-13,32.360001,33.139999,31.719999,32.110001,32.110001,102009700,-0.25,no,31.65880008,No,29.52490002,No,No,No
2019-08-14,31,31.049999,29.51,30.24,30.24,127521500,-0.76,no,31.67220008,Yes,29.56360001,No,No,No
2019-08-15,30.629999,30.73,29.209999,29.67,29.67,71674400,-0.959999,no,31.67560008,Yes,29.60060002,No,No,No
2019-08-16,30.309999,31.48,30.209999,31.18,31.18,70469800,0.870001,yes,31.66280008,Yes,29.65550001,No,No,No
2019-08-19,32,32.189999,31.42,31.48,31.48,67596900,-0.52,no,31.64420008,Yes,29.72140002,No,No,No
2019-08-20,30.940001,31.309999,30.450001,30.719999,30.719999,47924000,-0.220002,no,31.59400006,Yes,29.77800002,No,No,No
2019-08-21,31.049999,31.74,30.84,31.700001,31.700001,41441500,0.650002,yes,31.57980008,No,29.83980003,No,No,No
2019-08-22,31.76,31.92,30.98,31.9,31.9,47667900,0.14,yes,31.57420008,No,29.89520002,No,No,No
2019-08-23,31.299999,31.83,29.4,29.540001,29.540001,83681100,-1.759998,no,31.53720012,Yes,29.92310003,No,No,No
2019-08-26,30.34,30.719999,29.940001,30.280001,30.280001,50612500,-0.059999,no,31.53560012,Yes,29.93570004,No,No,No
2019-08-27,30.6,30.889999,29.6,30.200001,30.200001,53229200,-0.399999,no,31.55560012,Yes,29.94680005,No,No,No
2019-08-28,29.92,31.18,29.700001,30.780001,30.780001,55835900,0.860001,yes,31.56220012,Yes,29.96480006,No,No,No
2019-08-29,31.469999,31.83,31.33,31.450001,31.450001,44422800,-0.019998,no,31.58120014,Yes,29.99400006,No,No,No
2019-08-30,31.6,31.870001,31.129999,31.450001,31.450001,40307000,-0.149999,no,31.61000016,Yes,30.03610007,No,No,No
2019-09-03,30.83,31.139999,30.68,30.9,30.9,38029300,0.07,yes,31.64600016,Yes,30.06680007,No,No,No
2019-09-04,31.32,31.83,30.85,30.950001,30.950001,46614600,-0.369999,no,31.67980018,Yes,30.09840007,No,No,No
2019-09-05,31.790001,32.049999,31.120001,31.5,31.5,57861200,-0.290001,no,31.73260016,Yes,30.13490007,No,Yes,No
2019-09-06,31.5,31.51,30.48,30.559999,30.559999,51673000,-0.940001,no,31.74540014,Yes,30.16720006,No,No,No
2019-09-09,30.93,31.18,30.24,30.5,30.5,54413200,-0.43,no,31.74060014,Yes,30.19290006,No,No,No
2019-09-10,30.219999,30.379999,29.77,30.23,30.23,48604800,0.010001,yes,31.73780012,Yes,30.22030006,No,No,No
2019-09-11,30.379999,30.43,29.51,29.76,29.76,50631700,-0.619999,no,31.7090001,Yes,30.24110006,No,No,No
2019-09-12,30.08,30.84,29.950001,30.209999,30.209999,53618300,0.129999,yes,31.68840008,Yes,30.26140005,No,No,No
2019-09-13,30.27,30.85,29.950001,30.690001,30.690001,47758800,0.420001,yes,31.67840008,Yes,30.28860007,No,No,No
2019-09-16,30.370001,31.15,30.26,30.83,30.83,52248500,0.459999,yes,31.66500008,Yes,30.31230008,No,No,No
2019-09-17,31.07,31.32,30.74,30.99,30.99,35011700,-0.08,no,31.64400006,Yes,30.34560008,No,No,No
2019-09-18,30.75,30.889999,29.879999,30.42,30.42,47027500,-0.33,no,31.58940002,Yes,30.37100009,No,Yes,No
2019-09-19,30.57,30.959999,30.139999,30.290001,30.290001,41603000,-0.279999,no,31.51940002,Yes,30.39700009,No,No,No
2019-09-20,30.360001,30.469999,29.65,30.049999,30.049999,79957400,-0.310002,no,31.45919998,Yes,30.42120009,No,No,No
2019-09-23,30.120001,30.799999,30.07,30.639999,30.639999,44366800,0.519998,yes,31.40779998,Yes,30.45950009,No,No,No
2019-09-24,30.540001,30.75,29.290001,29.52,29.52,72963000,-1.020001,no,31.3104,Yes,30.47180008,No,No,No
2019-09-25,29.48,29.65,28.549999,29.540001,29.540001,58234800,0.060001,yes,31.22420006,Yes,30.4850001,No,No,No
2019-09-26,29.67,29.77,29,29.469999,29.469999,40745400,-0.200001,no,31.14160008,Yes,30.50550009,No,No,No
2019-09-27,29.17,29.77,28.35,28.719999,28.719999,54091100,-0.450001,no,31.05600006,Yes,30.52610008,No,No,No
2019-09-30,28.889999,29.049999,28.360001,28.99,28.99,37295600,0.100001,yes,30.9856001,Yes,30.54510008,No,Yes,No
2019-10-01,29.049999,29.540001,28.639999,28.76,28.76,37081800,-0.289999,no,30.90380014,Yes,30.56060009,No,No,No
2019-10-02,28.5,28.85,28.030001,28.309999,28.309999,43640700,-0.190001,no,30.80020008,Yes,30.56410009,No,Yes,No
2019-10-03,28.280001,28.780001,27.43,28.68,28.68,56325200,0.399999,yes,30.69160006,Yes,30.58850009,No,No,No
2019-10-04,28.83,29.059999,28.280001,29.01,29.01,34446700,0.18,yes,30.5984001,Yes,30.60540009,No,No,No
2019-10-07,28.9,29.629999,28.84,28.93,28.93,39337200,0.03,yes,30.4966001,Yes,30.61890009,No,Yes,No
2019-10-08,28.549999,28.639999,27.92,28.23,28.23,44265700,-0.319999,no,30.3916001,Yes,30.62110009,No,No,No
2019-10-09,28.799999,28.950001,28.35,28.459999,28.459999,35661500,-0.34,no,30.2834001,Yes,30.63070008,No,No,No
2019-10-10,28.52,28.889999,28,28.379999,28.379999,40660100,-0.140001,no,30.24200006,Yes,30.64770007,No,No,No
2019-10-11,28.83,30.200001,28.809999,29.75,29.75,66256900,0.92,yes,30.23980004,Yes,30.67170007,No,No,No
2019-10-14,29.709999,30.610001,29.379999,30.530001,30.530001,44473700,0.820002,yes,30.26160004,No,30.70290008,No,No,No
2019-10-15,30.700001,30.92,30.17,30.719999,30.719999,41600700,0.019998,yes,30.31620002,No,30.74650006,No,Yes,No
2019-10-16,30.6,31.41,30.530001,30.809999,30.809999,42804400,0.209999,yes,30.35519998,No,30.79020004,No,No,No
2019-10-17,31.299999,31.4,30.860001,31.139999,31.139999,36884400,-0.16,no,30.39419994,No,30.81110004,No,No,No
2019-10-18,31.059999,31.33,30.290001,30.969999,30.969999,39681700,-0.09,no,30.33519996,No,30.83990003,No,No,No
2019-10-21,31.5,32.259998,31.41,32.029999,32.029999,52182800,0.529999,yes,30.29199996,No,30.87990001,No,No,No
2019-10-22,32.060001,32.150002,31.5,31.51,31.51,36185200,-0.550001,no,30.27359996,No,30.92090001,No,No,No
2019-10-23,31.09,31.65,30.83,31.360001,31.360001,26582200,0.270001,yes,30.25859996,No,30.95870002,No,No,No
2019-10-24,31.58,31.860001,31.34,31.719999,31.719999,27808000,0.139999,yes,30.28819994,No,30.98020001,No,No,No
2019-10-25,31.9,32.860001,31.83,32.709999,32.709999,45368800,0.809999,yes,30.34899992,No,31.0123,No,No,No
2019-10-28,33.16,33.91,33.150002,33.689999,33.689999,51223600,0.529999,yes,30.3991999,No,31.03099999,No,No,No
2019-10-29,33.73,33.900002,32.700001,33.029999,33.029999,78700100,-0.700001,no,30.43019988,No,31.03719998,No,Yes,Yes
2019-10-30,32.93,33.34,32.029999,33.130001,33.130001,78228800,0.200001,yes,30.47839992,No,31.03619999,No,No,No
2019-10-31,32.98,34.34,32.82,33.93,33.93,67881600,0.95,yes,30.5229999,No,31.05139999,No,No,No
2019-11-01,34.369999,35,34.099998,34.889999,34.889999,64238600,0.52,yes,30.58279988,No,31.07849998,No,Yes,No
2019-11-04,35.189999,36.450001,34.759998,36.290001,36.290001,83343800,1.100002,yes,30.71779988,No,31.1275,No,No,No
2019-11-05,36.560001,37.18,35.98,36.150002,36.150002,84848600,-0.409999,no,30.8351999,No,31.18540001,No,No,No
2019-11-06,36.060001,36.48,35.52,35.93,35.93,51675100,-0.130001,no,30.94979988,No,31.2527,No,No,No
2019-11-07,36.52,36.990002,36.029999,36.279999,36.279999,54350200,-0.240001,no,31.05979984,No,31.31099998,No,Yes,No
2019-11-08,36.060001,36.580002,36,36.290001,36.290001,39353900,0.23,yes,31.15659984,No,31.36889999,No,No,No
2019-11-11,35.959999,36.66,35.580002,36.310001,36.310001,43511100,0.350002,yes,31.25379984,No,31.4319,No,No,No
2019-11-12,36.43,37.130001,36.400002,36.709999,36.709999,58664500,0.279999,yes,31.36999982,No,31.50799999,No,Yes,No
2019-11-13,36.650002,37.959999,36.580002,37.52,37.52,67648300,0.869998,yes,31.5013998,No,31.59059999,No,No,No
2019-11-14,37.509998,38.5,37.360001,38.349998,38.349998,65829500,0.84,yes,31.63839976,No,31.68549996,No,No,No
2019-11-15,38.939999,39.369999,38.34,38.560001,38.560001,62958500,-0.379998,no,31.7983998,No,31.77189997,No,No,No
2019-11-18,38.650002,39.990002,38.599998,39.880001,39.880001,66102800,1.229999,yes,31.98599982,No,31.86329998,No,Yes,No
2019-11-19,40.139999,41.790001,39.689999,41.290001,41.290001,94373000,1.150002,yes,32.20719984,No,31.97249998,No,Yes,No
2019-11-20,40.959999,41.75,40.07,40.98,40.98,79767900,0.020001,yes,32.43159984,No,32.07029997,No,No,No
2019-11-21,40.419998,40.709999,38.639999,39.52,39.52,88069400,-0.899998,no,32.61779986,No,32.15309997,No,No,No
2019-11-22,39.360001,39.889999,38.189999,39.150002,39.150002,56931900,-0.209999,no,32.78699988,No,32.23269998,No,No,No
2019-11-25,39.5,40.169998,39.490002,39.790001,39.790001,45769500,0.290001,yes,32.9661999,No,32.31559999,No,No,No
2019-11-26,39.299999,39.48,38.810001,38.990002,38.990002,43603300,-0.309997,no,33.12619994,No,32.3851,No,No,No
2019-11-27,39.459999,39.759998,39.07,39.41,39.41,33630100,-0.049999,no,33.30599994,No,32.44769998,No,No,No
2019-11-29,39.099998,39.52,39.02,39.150002,39.150002,17609900,0.050004,yes,33.48319996,No,32.50129999,No,No,No
2019-12-02,39.32,39.41,38.439999,38.73,38.73,35710200,-0.59,no,33.65679998,No,32.55799998,No,No,No
2019-12-03,37.34,38.93,37.150002,38.900002,38.900002,51556400,1.560002,yes,33.82200004,No,32.61490001,No,Yes,No
2019-12-04,39.380001,39.82,39.130001,39.689999,39.689999,44299400,0.309998,yes,34.02540002,No,32.66790001,No,No,No
2019-12-05,39.950001,40.220001,39.549999,39.619999,39.619999,35574000,-0.330002,no,34.22699998,No,32.72560002,No,No,No
2019-12-06,40.099998,40.189999,39.560001,39.630001,39.630001,31101400,-0.469997,no,34.43020002,No,32.78590005,No,No,No
2019-12-09,39.459999,39.84,38.91,38.93,38.93,27928100,-0.529999,no,34.63440004,No,32.84520005,No,No,No
2019-12-10,39.200001,39.73,38.82,39.439999,39.439999,33733600,0.239998,yes,34.84340002,No,32.91450006,No,Yes,No
2019-12-11,39.439999,39.610001,39.040001,39.470001,39.470001,31698300,0.030002,yes,35.05760004,No,32.98070009,No,No,No
2019-12-12,39.400002,42.619999,39.25,42.59,42.59,86878000,3.189998,yes,35.34320006,No,33.07170007,No,Yes,No
2019-12-13,42.349998,42.950001,41.060001,41.150002,41.150002,79927800,-1.199996,no,35.5926001,No,33.14210008,No,Yes,No
2019-12-16,41.73,42.98,41.73,42.349998,42.349998,58824900,0.619998,yes,35.85940006,No,33.22890008,No,Yes,No
2019-12-17,42.509998,43.110001,42.150002,42.77,42.77,44852000,0.260002,yes,36.13620006,No,33.31640008,No,No,No
2019-12-18,42.790001,43.060001,42.240002,42.299999,42.299999,39083300,-0.490002,no,36.41760004,No,33.40460007,No,No,No
2019-12-19,42.630001,43.34,42.599998,42.830002,42.830002,45883000,0.200001,yes,36.7050001,No,33.4942001,No,No,No
2019-12-20,43.439999,44.259998,43.259998,44.150002,44.150002,68104700,0.710003,yes,37.02040016,No,33.63120011,No,No,No
2019-12-23,44.580002,45.630001,44.389999,45.459999,45.459999,55886500,0.879997,yes,37.33460014,No,33.78720009,No,No,No
2019-12-24,46.099998,46.610001,45.77,46.540001,46.540001,44432200,0.440003,yes,37.65480014,No,33.95820009,No,No,No
2019-12-26,46.990002,47.310001,45.66,46.630001,46.630001,57562800,-0.360001,no,37.97300018,No,34.1446001,No,No,No
2019-12-27,46.849998,46.880001,45.98,46.18,46.18,36581300,-0.669998,no,38.2804002,No,34.31780009,No,No,No
2019-12-30,46.139999,46.169998,44.66,45.52,45.52,41149700,-0.619999,no,38.56800022,No,34.48110008,No,No,No
2019-12-31,45.07,46.09,44.919998,45.860001,45.860001,31673200,0.790001,yes,38.86580026,No,34.60050011,No,Yes,No
2020-01-02,46.860001,49.25,46.630001,49.099998,49.099998,80331100,2.239997,yes,39.20720024,No,34.7496001,No,No,No
2020-01-03,48.029999,49.389999,47.540001,48.599998,48.599998,73127400,0.569999,yes,39.5490002,No,34.91130008,No,No,No
2020-01-06,48.02,48.860001,47.860001,48.389999,48.389999,47934900,0.369999,yes,39.88960016,No,35.07410006,No,Yes,No
2020-01-07,49.349998,49.389999,48.040001,48.25,48.25,58061400,-1.099998,no,40.22020018,No,35.25420006,No,No,No
2020-01-08,47.849998,48.299999,47.139999,47.830002,47.830002,53767000,-0.019996,no,40.52260024,No,35.43580008,No,No,No
2020-01-09,48.939999,49.959999,48.389999,48.970001,48.970001,76512800,0.030002,yes,40.82820028,No,35.61370009,No,No,No
2020-01-10,49.259998,49.290001,48,48.169998,48.169998,44133700,-1.09,no,41.13100026,No,35.78060007,No,No,No
2020-01-13,48.66,48.860001,48.240002,48.75,48.75,34266800,0.09,yes,41.44340024,No,35.96090008,No,Yes,No
2020-01-14,48.639999,49.040001,47.91,48.209999,48.209999,38563200,-0.43,no,41.72900022,No,36.12600006,No,No,No
2020-01-15,48.23,49.080002,48.119999,48.549999,48.549999,40199900,0.319999,yes,42.00220022,No,36.29250005,No,Yes,Yes
2020-01-16,49.169998,50.310001,48.990002,49.77,49.77,58898900,0.600002,yes,42.2718002,No,36.49480004,No,Yes,No
